Game Type:,Hive-PLM
Opening name, Entomology URL, Total nr of games, Nr white wins, White win percentage, Nr black games, Black win percentage, Nr draws, Draw percentage, List of white win games, List of black win games, List of drawn games
HV-guest-SmartBot-2019-03-26-1206,https://entomology.appspot.com/hive.html?bg=0&color=1&grid=0&label=1&mode=edit&board=wM-1+0bB1+1+2bP+1+0wA1-1-1wQ+0-1wP+0+0bA1+0+3bQ+1+1&title=HV-guest-SmartBot-2019-03-26-1206%20::%20N:1%20whitewin:100%25%20blackwin:0%25%20draw:0%25,1,1,100.0,0,0.0,0,0.0,"HV-guest-SmartBot-2019-03-26-1206, ","",""
HV-guest-SmartBot-2019-03-26-1659,https://entomology.appspot.com/hive.html?bg=0&color=1&grid=0&label=1&mode=edit&board=bQ+2-1wA1+2-2wQ+0-1bM+1+0wG1+0+0bB1+1+1&title=HV-guest-SmartBot-2019-03-26-1659%20::%20N:1%20whitewin:100%25%20blackwin:0%25%20draw:0%25,1,1,100.0,0,0.0,0,0.0,"HV-guest-SmartBot-2019-03-26-1659, ","",""
HV-guest-SmartBot-2019-03-27-1128,https://entomology.appspot.com/hive.html?bg=0&color=1&grid=0&label=1&mode=edit&board=wP+0+0wQ-1+0bM+2+0wA1+2+1bA1+2-1bQ+3-2bS1+1+0&title=HV-guest-SmartBot-2019-03-27-1128%20::%20N:1%20whitewin:100%25%20blackwin:0%25%20draw:0%25,1,1,100.0,0,0.0,0,0.0,"HV-guest-SmartBot-2019-03-27-1128, ","",""
HV-guest-WeakBot-2019-03-27-1137,https://entomology.appspot.com/hive.html?bg=0&color=1&grid=0&label=1&mode=edit&board=bP+1+1wA1-2+0wM-2+1bQ+3-1bB1+2-1bS1+1+0wP+0+0wQ-1+0&title=HV-guest-WeakBot-2019-03-27-1137%20::%20N:1%20whitewin:100%25%20blackwin:0%25%20draw:0%25,1,1,100.0,0,0.0,0,0.0,"HV-guest-WeakBot-2019-03-27-1137, ","",""
HV-harpreet25-Dumbot-2019-03-28-0220,https://entomology.appspot.com/hive.html?bg=0&color=1&grid=0&label=1&mode=edit&board=bB1+2+0wL+0-1wA1-1+1bM+1+0wQ-1+0wS1+0+0bB2+2+1bQ+2-1&title=HV-harpreet25-Dumbot-2019-03-28-0220%20::%20N:1%20whitewin:0%25%20blackwin:100%25%20draw:0%25,1,0,0.0,1,100.0,0,0.0,"","HV-harpreet25-Dumbot-2019-03-28-0220, ",""
HV-macvitor-heroina-2019-03-28-2213,https://entomology.appspot.com/hive.html?bg=0&color=1&grid=0&label=1&mode=edit&board=bG2+1-1wA1-1-1wG1-1+0bG1+1+0wQ+0-1bQ+2-1wB1+0+0&title=HV-macvitor-heroina-2019-03-28-2213%20::%20N:1%20whitewin:100%25%20blackwin:0%25%20draw:0%25,1,1,100.0,0,0.0,0,0.0,"HV-macvitor-heroina-2019-03-28-2213, ","",""
HV-macvitor-heroina-2019-03-28-2221,https://entomology.appspot.com/hive.html?bg=0&color=1&grid=0&label=1&mode=edit&board=bQ+0+1bG1+1+0bA1+2+0wP+0+0wA1+3+0wQ+0-1&title=HV-macvitor-heroina-2019-03-28-2221%20::%20N:1%20whitewin:100%25%20blackwin:0%25%20draw:0%25,1,1,100.0,0,0.0,0,0.0,"HV-macvitor-heroina-2019-03-28-2221, ","",""
HV-macvitor-heroina-2019-03-29-1901,https://entomology.appspot.com/hive.html?bg=0&color=1&grid=0&label=1&mode=edit&board=wQ+0-1bA1+2-1wB1+0+0bB1+1+0bQ+2+0wG1+0+0&title=HV-macvitor-heroina-2019-03-29-1901%20::%20N:1%20whitewin:0%25%20blackwin:0%25%20draw:100%25,1,0,0.0,0,0.0,1,100.0,"","","HV-macvitor-heroina-2019-03-29-1901, "
HV-nevir-Radek0-2019-03-28-1814,https://entomology.appspot.com/hive.html?bg=0&color=1&grid=0&label=1&mode=edit&board=wL+0+0bP+3-2bA1+2-2wQ+0-1wA1-1+0wM-1-1bL+1+0bQ+2-1&title=HV-nevir-Radek0-2019-03-28-1814%20::%20N:1%20whitewin:100%25%20blackwin:0%25%20draw:0%25,1,1,100.0,0,0.0,0,0.0,"HV-nevir-Radek0-2019-03-28-1814, ","",""
HV-SmartBot-guest-2019-03-26-1312,https://entomology.appspot.com/hive.html?bg=0&color=1&grid=0&label=1&mode=edit&board=bM+2+0bQ+2-1wQ-1-1wP-1+0bL+1+0wA1-1+1bA1+1+1wL+0+0&title=HV-SmartBot-guest-2019-03-26-1312%20::%20N:1%20whitewin:0%25%20blackwin:100%25%20draw:0%25,1,0,0.0,1,100.0,0,0.0,"","HV-SmartBot-guest-2019-03-26-1312, ",""
HV-SmartBot-guest-2019-03-26-1541,https://entomology.appspot.com/hive.html?bg=0&color=1&grid=0&label=1&mode=edit&board=wB2-2+1bQ+2-1wG1-1+0bM+2+0bA1+3-1wB1+0+0bL+1+0wQ-1-1&title=HV-SmartBot-guest-2019-03-26-1541%20::%20N:1%20whitewin:0%25%20blackwin:100%25%20draw:0%25,1,0,0.0,1,100.0,0,0.0,"","HV-SmartBot-guest-2019-03-26-1541, ",""
HV-SmartBot-shogi-2019-03-27-0242,https://entomology.appspot.com/hive.html?bg=0&color=1&grid=0&label=1&mode=edit&board=bL+1+0wG1+0+0bA1+3-1bM+2+0wQ-1+0wB1-2+1bQ+2-1&title=HV-SmartBot-shogi-2019-03-27-0242%20::%20N:1%20whitewin:0%25%20blackwin:100%25%20draw:0%25,1,0,0.0,1,100.0,0,0.0,"","HV-SmartBot-shogi-2019-03-27-0242, ",""
HV-WeakBot-FLX-2019-03-27-1634,https://entomology.appspot.com/hive.html?bg=0&color=1&grid=0&label=1&mode=edit&board=wA1+0-1bQ+2+0wA2+1-2wQ+2-3bG1+1+0bA1+2-4wB1+0+0&title=HV-WeakBot-FLX-2019-03-27-1634%20::%20N:1%20whitewin:0%25%20blackwin:100%25%20draw:0%25,1,0,0.0,1,100.0,0,0.0,"","HV-WeakBot-FLX-2019-03-27-1634, ",""
HV-WeakBot-jultou-2019-03-27-2312,https://entomology.appspot.com/hive.html?bg=0&color=1&grid=0&label=1&mode=edit&board=wM-2+1bQ+2-1bL+1+0wS1+0+0bS1+2-2wQ-1+0bM+2+0wB1-2+0&title=HV-WeakBot-jultou-2019-03-27-2312%20::%20N:1%20whitewin:100%25%20blackwin:0%25%20draw:0%25,1,1,100.0,0,0.0,0,0.0,"HV-WeakBot-jultou-2019-03-27-2312, ","",""
U!HV-Dumbot-nevir-2019-03-28-1517,https://entomology.appspot.com/hive.html?bg=0&color=1&grid=0&label=1&mode=edit&board=bQ+2-1bA1+2+1bG1+1+0wQ+0-2wM+0+0bP+1+1wS1+0-1wS2-1-1&title=U!HV-Dumbot-nevir-2019-03-28-1517%20::%20N:1%20whitewin:0%25%20blackwin:100%25%20draw:0%25,1,0,0.0,1,100.0,0,0.0,"","U!HV-Dumbot-nevir-2019-03-28-1517, ",""
U!HV-guest-SmartBot-2019-03-27-1149,https://entomology.appspot.com/hive.html?bg=0&color=1&grid=0&label=1&mode=edit&board=bQ+2+0bG1+2-1wA1+1-1wQ+0-1wL+0+0bA1+1+1bS1+1+0&title=U!HV-guest-SmartBot-2019-03-27-1149%20::%20N:1%20whitewin:100%25%20blackwin:0%25%20draw:0%25,1,1,100.0,0,0.0,0,0.0,"U!HV-guest-SmartBot-2019-03-27-1149, ","",""
U!HV-guest-SmartBot-2019-03-27-1443,https://entomology.appspot.com/hive.html?bg=0&color=1&grid=0&label=1&mode=edit&board=bG1+1+0bQ+2-1wB1+0+0wQ-1+0bM+2+0bA1+2-2wA1+3-3&title=U!HV-guest-SmartBot-2019-03-27-1443%20::%20N:1%20whitewin:100%25%20blackwin:0%25%20draw:0%25,1,1,100.0,0,0.0,0,0.0,"U!HV-guest-SmartBot-2019-03-27-1443, ","",""
U!HV-SmartBot-guest-2019-03-27-1227,https://entomology.appspot.com/hive.html?bg=0&color=1&grid=0&label=1&mode=edit&board=bG1+1+0wS1+0-2wP+0-1bA1-2-2bQ+1+1wQ-1-2wM+0+0&title=U!HV-SmartBot-guest-2019-03-27-1227%20::%20N:1%20whitewin:0%25%20blackwin:100%25%20draw:0%25,1,0,0.0,1,100.0,0,0.0,"","U!HV-SmartBot-guest-2019-03-27-1227, ",""
U!HV-SmartBot-guest-2019-03-27-1401,https://entomology.appspot.com/hive.html?bg=0&color=1&grid=0&label=1&mode=edit&board=wL-1-1wQ+0-2bQ+2-1wS1+0+0bA1+2+0bL+1+0bA2+1+1wB1-1+0&title=U!HV-SmartBot-guest-2019-03-27-1401%20::%20N:1%20whitewin:0%25%20blackwin:100%25%20draw:0%25,1,0,0.0,1,100.0,0,0.0,"","U!HV-SmartBot-guest-2019-03-27-1401, ",""
U!HV-SmartBot-nevir-2019-03-28-1502,https://entomology.appspot.com/hive.html?bg=0&color=1&grid=0&label=1&mode=edit&board=wB1-1+2bQ+2-1wG1-1+1bM+1+0wQ+0-1wP+0+0bB1+1-1&title=U!HV-SmartBot-nevir-2019-03-28-1502%20::%20N:1%20whitewin:0%25%20blackwin:100%25%20draw:0%25,1,0,0.0,1,100.0,0,0.0,"","U!HV-SmartBot-nevir-2019-03-28-1502, ",""
HV-Dumbot-ScoopyPoop-2019-03-04-2307,https://entomology.appspot.com/hive.html?bg=0&color=1&grid=0&label=1&mode=edit&board=bP+1+0wG1+0+0bQ+2-1bA1+0-3wQ+0-2wP-1-1wB1-1+0&title=HV-Dumbot-ScoopyPoop-2019-03-04-2307%20::%20N:1%20whitewin:0%25%20blackwin:100%25%20draw:0%25,1,0,0.0,1,100.0,0,0.0,"","HV-Dumbot-ScoopyPoop-2019-03-04-2307, ",""
HV-m3scaline-SmartBot-2019-03-05-0413,https://entomology.appspot.com/hive.html?bg=0&color=1&grid=0&label=1&mode=edit&board=wL+0+0wM-1+1bG1+1+2wA1-1+0bQ+2+1wQ+0-1bS1+1+1bM+1+0&title=HV-m3scaline-SmartBot-2019-03-05-0413%20::%20N:1%20whitewin:0%25%20blackwin:100%25%20draw:0%25,1,0,0.0,1,100.0,0,0.0,"","HV-m3scaline-SmartBot-2019-03-05-0413, ",""
U!HV-WeakBot-guest-2019-03-01-1338,https://entomology.appspot.com/hive.html?bg=0&color=1&grid=0&label=1&mode=edit&board=bQ+2-1wL+0+0bA1-2+0wG1+0-1wQ-1+0wA1-1+1bM+1+0&title=U!HV-WeakBot-guest-2019-03-01-1338%20::%20N:1%20whitewin:100%25%20blackwin:0%25%20draw:0%25,1,1,100.0,0,0.0,0,0.0,"U!HV-WeakBot-guest-2019-03-01-1338, ","",""
HV-apolloq-SmartBot-2019-05-09-1839,https://entomology.appspot.com/hive.html?bg=0&color=1&grid=0&label=1&mode=edit&board=wQ+0-1bQ+2+2wA2-1+1bA1+1+0bP+1+1wA1+0+0bL+2+1wM-1+0&title=HV-apolloq-SmartBot-2019-05-09-1839%20::%20N:1%20whitewin:0%25%20blackwin:100%25%20draw:0%25,1,0,0.0,1,100.0,0,0.0,"","HV-apolloq-SmartBot-2019-05-09-1839, ",""
HV-apolloq-SmartBot-2019-05-10-0030,https://entomology.appspot.com/hive.html?bg=0&color=1&grid=0&label=1&mode=edit&board=bQ+3-2wQ+0-1bS2+2-1bS1+1+1wM-1+0wA2-1-1bL+1+0wA1+0+0&title=HV-apolloq-SmartBot-2019-05-10-0030%20::%20N:1%20whitewin:100%25%20blackwin:0%25%20draw:0%25,1,1,100.0,0,0.0,0,0.0,"HV-apolloq-SmartBot-2019-05-10-0030, ","",""
HV-apolloq-SmartBot-2019-05-10-0045,https://entomology.appspot.com/hive.html?bg=0&color=1&grid=0&label=1&mode=edit&board=bQ+1+1wM+2+1wQ+0-1bB1+2-2bL+1+0wA1+0+0bG1+2-1&title=HV-apolloq-SmartBot-2019-05-10-0045%20::%20N:1%20whitewin:0%25%20blackwin:100%25%20draw:0%25,1,0,0.0,1,100.0,0,0.0,"","HV-apolloq-SmartBot-2019-05-10-0045, ",""
HV-apolloq-SmartBot-2019-05-10-0058,https://entomology.appspot.com/hive.html?bg=0&color=1&grid=0&label=1&mode=edit&board=bQ+0+3bB1+1+0bL+1+2wA2+0-2wA1+0+0wM-1+0bB2+1+1wQ+0-1&title=HV-apolloq-SmartBot-2019-05-10-0058%20::%20N:1%20whitewin:0%25%20blackwin:100%25%20draw:0%25,1,0,0.0,1,100.0,0,0.0,"","HV-apolloq-SmartBot-2019-05-10-0058, ",""
HV-apolloq-SmartBot-2019-05-11-0156,https://entomology.appspot.com/hive.html?bg=0&color=1&grid=0&label=1&mode=edit&board=wM-1+0bL+1+0wA2-1+1wA1+0+0bB1+1+1bS1+2+1bQ+3+0wQ+0-1&title=HV-apolloq-SmartBot-2019-05-11-0156%20::%20N:1%20whitewin:0%25%20blackwin:100%25%20draw:0%25,1,0,0.0,1,100.0,0,0.0,"","HV-apolloq-SmartBot-2019-05-11-0156, ",""
HV-apolloq-SmartBot-2019-05-11-0228,https://entomology.appspot.com/hive.html?bg=0&color=1&grid=0&label=1&mode=edit&board=bP+1+1wA2-1+1bQ+3+0wM-1+0wQ+0-1bL+1+0wA1+0+0bB1+2+0&title=HV-apolloq-SmartBot-2019-05-11-0228%20::%20N:1%20whitewin:0%25%20blackwin:100%25%20draw:0%25,1,0,0.0,1,100.0,0,0.0,"","HV-apolloq-SmartBot-2019-05-11-0228, ",""
HV-brimze-WeakBot-2019-05-11-1933,https://entomology.appspot.com/hive.html?bg=0&color=1&grid=0&label=1&mode=edit&board=wM-1+1wQ+0-1wA1-1+0bQ+1+2bG1+1+0wP+0+0bB1+0+3bP+1+1&title=HV-brimze-WeakBot-2019-05-11-1933%20::%20N:1%20whitewin:100%25%20blackwin:0%25%20draw:0%25,1,1,100.0,0,0.0,0,0.0,"HV-brimze-WeakBot-2019-05-11-1933, ","",""
HV-Dumbot-GFLima-2019-05-10-2256,https://entomology.appspot.com/hive.html?bg=0&color=1&grid=0&label=1&mode=edit&board=bQ+2+0wG1+0-1bM+2+1wQ+1-2bG1+1+0bP+3+0wS1+0+0wA1-1+0&title=HV-Dumbot-GFLima-2019-05-10-2256%20::%20N:1%20whitewin:0%25%20blackwin:100%25%20draw:0%25,1,0,0.0,1,100.0,0,0.0,"","HV-Dumbot-GFLima-2019-05-10-2256, ",""
HV-Dumbot-GFLima-2019-05-11-0555,https://entomology.appspot.com/hive.html?bg=0&color=1&grid=0&label=1&mode=edit&board=wP-2+0bQ+2+0wQ+0-1bG1+1+0bP+1+1wA1+0+0bA1+2+1wG1-1+0&title=HV-Dumbot-GFLima-2019-05-11-0555%20::%20N:1%20whitewin:100%25%20blackwin:0%25%20draw:0%25,1,1,100.0,0,0.0,0,0.0,"HV-Dumbot-GFLima-2019-05-11-0555, ","",""
HV-Dumbot-jaykeen-2019-05-11-1509,https://entomology.appspot.com/hive.html?bg=0&color=1&grid=0&label=1&mode=edit&board=wL+0-1bQ+2+0wQ+1-3wP+0-2bL+1+0wG1+0+0bM-1+0&title=HV-Dumbot-jaykeen-2019-05-11-1509%20::%20N:1%20whitewin:100%25%20blackwin:0%25%20draw:0%25,1,1,100.0,0,0.0,0,0.0,"HV-Dumbot-jaykeen-2019-05-11-1509, ","",""
HV-Dumbot-jaykeen-2019-05-11-1519,https://entomology.appspot.com/hive.html?bg=0&color=1&grid=0&label=1&mode=edit&board=wP-2+2bL+1+0bB1+1+1bQ+2+0wM+0+0wQ-1+0bG1+3+0wB1-1+1&title=HV-Dumbot-jaykeen-2019-05-11-1519%20::%20N:1%20whitewin:100%25%20blackwin:0%25%20draw:0%25,1,1,100.0,0,0.0,0,0.0,"HV-Dumbot-jaykeen-2019-05-11-1519, ","",""
HV-Dumbot-jaykeen-2019-05-11-1528,https://entomology.appspot.com/hive.html?bg=0&color=1&grid=0&label=1&mode=edit&board=wP+0-1wS1-1-1wQ+1-2bL+1+0bA1+2-1wM+0+0bQ+2+0bA2+1+1&title=HV-Dumbot-jaykeen-2019-05-11-1528%20::%20N:1%20whitewin:100%25%20blackwin:0%25%20draw:0%25,1,1,100.0,0,0.0,0,0.0,"HV-Dumbot-jaykeen-2019-05-11-1528, ","",""
HV-Dumbot-jaykeen-2019-05-11-1541,https://entomology.appspot.com/hive.html?bg=0&color=1&grid=0&label=1&mode=edit&board=bQ+2+0wQ+1-2bA1+1+0bM+2-3wA1+0+0wS1-1+1wM+0-1&title=HV-Dumbot-jaykeen-2019-05-11-1541%20::%20N:1%20whitewin:100%25%20blackwin:0%25%20draw:0%25,1,1,100.0,0,0.0,0,0.0,"HV-Dumbot-jaykeen-2019-05-11-1541, ","",""
HV-Dumbot-jaykeen-2019-05-11-1601,https://entomology.appspot.com/hive.html?bg=0&color=1&grid=0&label=1&mode=edit&board=wQ+1-2wA1-1+1bP+1+0wS1+0+0bB1+1-1bQ+2+0wL+0-1&title=HV-Dumbot-jaykeen-2019-05-11-1601%20::%20N:1%20whitewin:100%25%20blackwin:0%25%20draw:0%25,1,1,100.0,0,0.0,0,0.0,"HV-Dumbot-jaykeen-2019-05-11-1601, ","",""
HV-Dumbot-jaykeen-2019-05-11-1606,https://entomology.appspot.com/hive.html?bg=0&color=1&grid=0&label=1&mode=edit&board=wP+0+0wM-1+0wG1-2+1wQ-1-1bL+0+1bB1+1+0bQ+2+0&title=HV-Dumbot-jaykeen-2019-05-11-1606%20::%20N:1%20whitewin:100%25%20blackwin:0%25%20draw:0%25,1,1,100.0,0,0.0,0,0.0,"HV-Dumbot-jaykeen-2019-05-11-1606, ","",""
HV-Dumbot-jaykeen-2019-05-12-0228,https://entomology.appspot.com/hive.html?bg=0&color=1&grid=0&label=1&mode=edit&board=wQ-1-1wL-1+0wP+0-1bB1+1+0bA1-1-2wG1+0+0bQ+2+0&title=HV-Dumbot-jaykeen-2019-05-12-0228%20::%20N:1%20whitewin:100%25%20blackwin:0%25%20draw:0%25,1,1,100.0,0,0.0,0,0.0,"HV-Dumbot-jaykeen-2019-05-12-0228, ","",""
HV-Dumbot-jaykeen-2019-05-12-0229,https://entomology.appspot.com/hive.html?bg=0&color=1&grid=0&label=1&mode=edit&board=bM-2+0bA1+1+0bQ+2+0wQ-1+0wP+0+0wM-1+2wS1-1+1&title=HV-Dumbot-jaykeen-2019-05-12-0229%20::%20N:1%20whitewin:0%25%20blackwin:100%25%20draw:0%25,1,0,0.0,1,100.0,0,0.0,"","HV-Dumbot-jaykeen-2019-05-12-0229, ",""
HV-GFLima-Dumbot-2019-05-10-0506,https://entomology.appspot.com/hive.html?bg=0&color=1&grid=0&label=1&mode=edit&board=wG1+0+0bQ+2+0bA1+1+1bA2+0+2wM-1-1wQ-1+0wA1+0-1bP+1+0&title=HV-GFLima-Dumbot-2019-05-10-0506%20::%20N:1%20whitewin:0%25%20blackwin:100%25%20draw:0%25,1,0,0.0,1,100.0,0,0.0,"","HV-GFLima-Dumbot-2019-05-10-0506, ",""
HV-GFLima-Dumbot-2019-05-11-0648,https://entomology.appspot.com/hive.html?bg=0&color=1&grid=0&label=1&mode=edit&board=wL+0+0bL+3-1wQ+0-1bB1+2+0wA1-1-1bQ+3-2wM-1+0bS1+1+0&title=HV-GFLima-Dumbot-2019-05-11-0648%20::%20N:1%20whitewin:0%25%20blackwin:100%25%20draw:0%25,1,0,0.0,1,100.0,0,0.0,"","HV-GFLima-Dumbot-2019-05-11-0648, ",""
HV-guest-SmartBot-2019-05-10-1158,https://entomology.appspot.com/hive.html?bg=0&color=1&grid=0&label=1&mode=edit&board=bG1+1+0wP+0+0wQ-1+0bQ+2-2bA1+2+0wA1-1-1wM+0-1bB1+2-1&title=HV-guest-SmartBot-2019-05-10-1158%20::%20N:1%20whitewin:100%25%20blackwin:0%25%20draw:0%25,1,1,100.0,0,0.0,0,0.0,"HV-guest-SmartBot-2019-05-10-1158, ","",""
HV-guest-SmartBot-2019-05-10-2137,https://entomology.appspot.com/hive.html?bg=0&color=1&grid=0&label=1&mode=edit&board=bS1+1+0bQ+2+1wG1+0+0wA1-1+0bP+0+2bS2+1+1wM-1-1wQ+0-1&title=HV-guest-SmartBot-2019-05-10-2137%20::%20N:1%20whitewin:100%25%20blackwin:0%25%20draw:0%25,1,1,100.0,0,0.0,0,0.0,"HV-guest-SmartBot-2019-05-10-2137, ","",""
HV-jaykeen-Dumbot-2019-05-11-1554,https://entomology.appspot.com/hive.html?bg=0&color=1&grid=0&label=1&mode=edit&board=bL+1+0bQ+0+3bB1+1+1wM+0+0bG1+0+2wQ+1-1wG1+1-2&title=HV-jaykeen-Dumbot-2019-05-11-1554%20::%20N:1%20whitewin:0%25%20blackwin:100%25%20draw:0%25,1,0,0.0,1,100.0,0,0.0,"","HV-jaykeen-Dumbot-2019-05-11-1554, ",""
HV-jaykeen-Dumbot-2019-05-11-1615,https://entomology.appspot.com/hive.html?bg=0&color=1&grid=0&label=1&mode=edit&board=wP+0+0bM+2-1wA1-1+0wQ+0-1bA1+1+1wA2-1+1bP+1+0bQ+0+2&title=HV-jaykeen-Dumbot-2019-05-11-1615%20::%20N:1%20whitewin:0%25%20blackwin:100%25%20draw:0%25,1,0,0.0,1,100.0,0,0.0,"","HV-jaykeen-Dumbot-2019-05-11-1615, ",""
HV-jaykeen-Dumbot-2019-05-11-1629,https://entomology.appspot.com/hive.html?bg=0&color=1&grid=0&label=1&mode=edit&board=wM+0+0wG1+0+1bP+2-1bA1+1+1wQ-1+0bQ+2+0bS1+1+0&title=HV-jaykeen-Dumbot-2019-05-11-1629%20::%20N:1%20whitewin:0%25%20blackwin:100%25%20draw:0%25,1,0,0.0,1,100.0,0,0.0,"","HV-jaykeen-Dumbot-2019-05-11-1629, ",""
HV-jaykeen-Dumbot-2019-05-12-0238,https://entomology.appspot.com/hive.html?bg=0&color=1&grid=0&label=1&mode=edit&board=wQ-1+0wL-1-1bQ+2-2bB1+1+0bG1+2-1wA1+0+0bB2+3-2wM+0-1&title=HV-jaykeen-Dumbot-2019-05-12-0238%20::%20N:1%20whitewin:0%25%20blackwin:100%25%20draw:0%25,1,0,0.0,1,100.0,0,0.0,"","HV-jaykeen-Dumbot-2019-05-12-0238, ",""
HV-jaykeen-ringersoll-2019-05-11-1422,https://entomology.appspot.com/hive.html?bg=0&color=1&grid=0&label=1&mode=edit&board=wQ-1-1bQ+1+1wS2+0-1wA1-1+0bA1-2+1bL+1+0wS1+0+0&title=HV-jaykeen-ringersoll-2019-05-11-1422%20::%20N:1%20whitewin:0%25%20blackwin:100%25%20draw:0%25,1,0,0.0,1,100.0,0,0.0,"","HV-jaykeen-ringersoll-2019-05-11-1422, ",""
HV-jaykeen-ringersoll-2019-05-11-1441,https://entomology.appspot.com/hive.html?bg=0&color=1&grid=0&label=1&mode=edit&board=wB1+0+0wQ-1+0bL+1+0wS1+0+0bQ+2-1bA1+3-1bM+2+0&title=HV-jaykeen-ringersoll-2019-05-11-1441%20::%20N:1%20whitewin:0%25%20blackwin:100%25%20draw:0%25,1,0,0.0,1,100.0,0,0.0,"","HV-jaykeen-ringersoll-2019-05-11-1441, ",""
HV-jaykeen-ringersoll-2019-05-11-1451,https://entomology.appspot.com/hive.html?bg=0&color=1&grid=0&label=1&mode=edit&board=bQ+1+1wA1-1+0wQ-1-1bA1+1-2bL+1+0wM+0-1wL+0+0&title=HV-jaykeen-ringersoll-2019-05-11-1451%20::%20N:1%20whitewin:0%25%20blackwin:100%25%20draw:0%25,1,0,0.0,1,100.0,0,0.0,"","HV-jaykeen-ringersoll-2019-05-11-1451, ",""
HV-Loizz-ringersoll-2019-05-11-1138,https://entomology.appspot.com/hive.html?bg=0&color=1&grid=0&label=1&mode=edit&board=wM+0-1bQ+2-1bB1+1+0wA1-1-1bM+1+0wP+0+0wQ-1+0&title=HV-Loizz-ringersoll-2019-05-11-1138%20::%20N:1%20whitewin:0%25%20blackwin:100%25%20draw:0%25,1,0,0.0,1,100.0,0,0.0,"","HV-Loizz-ringersoll-2019-05-11-1138, ",""
HV-Rekai-Eucalyx-2019-05-11-0800,https://entomology.appspot.com/hive.html?bg=0&color=1&grid=0&label=1&mode=edit&board=wL+0+0bQ+1+1wA1-1+0bG1+1+0bP+2+1wM-1+1bM+2+0wQ+0-1&title=HV-Rekai-Eucalyx-2019-05-11-0800%20::%20N:1%20whitewin:0%25%20blackwin:100%25%20draw:0%25,1,0,0.0,1,100.0,0,0.0,"","HV-Rekai-Eucalyx-2019-05-11-0800, ",""
HV-saltylick-nevir-2019-05-09-2011,https://entomology.appspot.com/hive.html?bg=0&color=1&grid=0&label=1&mode=edit&board=wL+0+0wQ+0-1bS1+1+3bQ+1+1bG1+1+0wP+0-2bP+1+2wA1-1+1&title=HV-saltylick-nevir-2019-05-09-2011%20::%20N:1%20whitewin:0%25%20blackwin:100%25%20draw:0%25,1,0,0.0,1,100.0,0,0.0,"","HV-saltylick-nevir-2019-05-09-2011, ",""
HV-SmartBot-apolloq-2019-05-09-1831,https://entomology.appspot.com/hive.html?bg=0&color=1&grid=0&label=1&mode=edit&board=bL+1+0wA1-1+1wP+0-1bQ+1+1wM+0+0bA1-2+1wQ+0-2&title=HV-SmartBot-apolloq-2019-05-09-1831%20::%20N:1%20whitewin:0%25%20blackwin:100%25%20draw:0%25,1,0,0.0,1,100.0,0,0.0,"","HV-SmartBot-apolloq-2019-05-09-1831, ",""
HV-SmartBot-apolloq-2019-05-11-0247,https://entomology.appspot.com/hive.html?bg=0&color=1&grid=0&label=1&mode=edit&board=bP+1+0bQ+2-1bA1+1+1wB1-1+1wS1-1+0bM+2+0wQ-1-1wG1+0+0&title=HV-SmartBot-apolloq-2019-05-11-0247%20::%20N:1%20whitewin:100%25%20blackwin:0%25%20draw:0%25,1,1,100.0,0,0.0,0,0.0,"HV-SmartBot-apolloq-2019-05-11-0247, ","",""
HV-SmartBot-apolloq-2019-05-11-0327,https://entomology.appspot.com/hive.html?bg=0&color=1&grid=0&label=1&mode=edit&board=bQ+2-1bM+2+0wB1+0-1wQ+0-2bA1+1+1bP+1+0wA1+0+0&title=HV-SmartBot-apolloq-2019-05-11-0327%20::%20N:1%20whitewin:100%25%20blackwin:0%25%20draw:0%25,1,1,100.0,0,0.0,0,0.0,"HV-SmartBot-apolloq-2019-05-11-0327, ","",""
HV-SmartBot-guest-2019-05-10-1130,https://entomology.appspot.com/hive.html?bg=0&color=1&grid=0&label=1&mode=edit&board=wB1-1+0wQ+0-1bA1+0-2bP+1+0wS1+0+0bQ+2-1wS2-1+1&title=HV-SmartBot-guest-2019-05-10-1130%20::%20N:1%20whitewin:0%25%20blackwin:100%25%20draw:0%25,1,0,0.0,1,100.0,0,0.0,"","HV-SmartBot-guest-2019-05-10-1130, ",""
HV-SmartBot-preztrump-2019-05-11-1629,https://entomology.appspot.com/hive.html?bg=0&color=1&grid=0&label=1&mode=edit&board=wP+0+0bQ+1+1wS1+0-1wB1-1+0bA1+0-3wQ+0-2bG1+1+0&title=HV-SmartBot-preztrump-2019-05-11-1629%20::%20N:1%20whitewin:0%25%20blackwin:100%25%20draw:0%25,1,0,0.0,1,100.0,0,0.0,"","HV-SmartBot-preztrump-2019-05-11-1629, ",""
HV-Smartie-WeakBot-2019-05-10-1427,https://entomology.appspot.com/hive.html?bg=0&color=1&grid=0&label=1&mode=edit&board=wS1+1+2wQ-1+0bS1+2-1bP+1+0wA1+0+0bM+1+1bQ+2-2&title=HV-Smartie-WeakBot-2019-05-10-1427%20::%20N:1%20whitewin:0%25%20blackwin:100%25%20draw:0%25,1,0,0.0,1,100.0,0,0.0,"","HV-Smartie-WeakBot-2019-05-10-1427, ",""
